city,date,time,product_name,image_url,content_below_name,pieces,offer_percentage,actual_price,selling_price,delivery_time,ad_status,which_product
Hitech City 500081,21-12-2025,12:36:08 PM,"Homelites Matchbox (5 Pieces, Small)","https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/ec26dc129444d099b9c38c63bd56223e",Reliable matchsticks for everyday or pooja use,1 box,10,10,9,13 MINS,Organic,Mangaldeep 3 in 1 Premium Incense
Hitech City 500081,21-12-2025,12:36:08 PM,Shubhkart Darshana Camphor Puja Oil,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2024/11/18/344b3dc3-0ed4-4f53-85f5-bae3402d374e_25939_1.png",Pure Camphor Oil for Spiritual Rituals,450 ml,15,108,91,13 MINS,Organic,Mangaldeep 3 in 1 Premium Incense
Hitech City 500081,21-12-2025,12:36:08 PM,Mangaldeep Sandal Agarbatti,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/f158c3690db13ceecc5a2ae86b8bd0ca",Sandalwood-scented incense sticks,1 pack,10,65,58,13 MINS,Organic,Mangaldeep 3 in 1 Premium Incense
Hitech City 500081,21-12-2025,12:36:08 PM,Gold Winner Kaleesuwari deepam oil bottle,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/kbjoltw6gdq5olcxfwvd",Light Your Tradition with Pure Deepam Oil,500 ml,,,,13 MINS,Organic,Mangaldeep 3 in 1 Premium Incense
Hitech City 500081,21-12-2025,12:36:08 PM,Shubhkart Nirmal 3 In 1 Premium Agarbatti,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2024/11/27/b97f755b-81e0-4169-bfd1-fd1665893c73_927663_1.png",Premium agarbatti combo with 3 divine fragrances,110 g,27,65,47,13 MINS,Organic,Mangaldeep 3 in 1 Premium Incense
Hitech City 500081,21-12-2025,12:36:08 PM,Cycle Pure Naivedya Cup Sambrani,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/8/13/742db789-4b8c-4406-93bc-3de641674471_589212_1.png",Sambrani incense in cup form for pure and divine ambiance,15 pieces,5,90,85,13 MINS,Organic,Mangaldeep 3 in 1 Premium Incense
Hitech City 500081,21-12-2025,12:36:08 PM,OM BHAKTI Camphor (Small),"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/7/28/eab80570-5f4b-46fa-bc98-b9165b5a1fb8_51604_1.png",Small-size pure camphor tablets for puja,1 pack,5,59,56,13 MINS,Organic,Mangaldeep 3 in 1 Premium Incense
Hitech City 500081,21-12-2025,12:36:08 PM,Mangalam Bhimseni Aroma Diffuser Kapoor Dani,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/10/1/2f85db4e-7d26-4fe3-9a82-edb5e6328cbd_240628_1.png",Camphor-based aroma diffuser for pooja rooms,1 Piece,25,399,299,13 MINS,Organic,Mangaldeep 3 in 1 Premium Incense
Hitech City 500081,21-12-2025,12:36:08 PM,Home Light Big Matchbox,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/4d015abd268168e6844629d882eab104",Large safety matchbox ideal for lighting diyas or candles,1 box,20,10,8,13 MINS,Organic,Mangaldeep 3 in 1 Premium Incense
Hitech City 500081,21-12-2025,12:36:08 PM,OM BHAKTI - Pancha Deepa Oil Bottle,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/10/14/c42f0766-cd97-40be-9ce1-b7bd6a156a2f_65009_1.png",Pure pooja lighting,1 ltr x 2,5,468,444,13 MINS,Organic,Mangaldeep 3 in 1 Premium Incense
Hitech City 500081,21-12-2025,12:36:08 PM,Mangaldeep Bambooless Dhoop Stick 4 in 1 Jar,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2024/10/10/255b9381-f097-460b-aee8-2696c2f1dcaf_902961_1.png",Multipurpose dhoop with four divine fragrances,200 g,16,150,126,13 MINS,Organic,Mangaldeep 3 in 1 Premium Incense
Hitech City 500081,21-12-2025,12:36:08 PM,Mangaldeep Treya Cup Sambrani,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2024/10/4/c3f7b699-0b83-4391-bcf3-210f49039d37_29014_1.png",Cup-shaped sambrani incense,9 pieces,8,75,69,13 MINS,Organic,Mangaldeep 3 in 1 Premium Incense
Hitech City 500081,21-12-2025,12:36:08 PM,Mangaldeep Treya Sambrani Sticks - Fragrances Sambrani Sticks,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/a3a5c0ada1e3d95c08eb2b7b1218a6fa",Fragrant traditional Sambrani sticks,140 g,10,60,54,13 MINS,Organic,Mangaldeep 3 in 1 Premium Incense
Hitech City 500081,21-12-2025,12:36:08 PM,Mangaldeep Scent Premium Bambooless Dhoop Sticks with Black Oudh fragrance,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2024/10/20/0b410f83-204f-4d69-a600-9964887b4184_854918_1.png",Luxury dhoop sticks with black oudh scent,1 pack,10,250,225,13 MINS,Organic,Mangaldeep 3 in 1 Premium Incense
Hitech City 500081,21-12-2025,12:36:08 PM,Mangaldeep Scent Premium Dhoop Cones - with Lavender & Amber fragrances (40 cones),"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2024/10/21/dd2424ea-bcb5-44b6-bdcc-bcb68960e700_143034_1.png",Premium dhoop cones with calming fragrances,40 pieces,10,150,135,13 MINS,Organic,Mangaldeep 3 in 1 Premium Incense
Hitech City 500081,21-12-2025,12:36:08 PM,Cycle Pure Four Seasons Premium Bambooless Incense,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2024/7/21/8e0470f3-30dc-49d2-b775-f135eae5527d_poojaneeds_H7US8DPGU7_MN.png",Premium bambooless incense with four unique fragrances,240 g,,,,13 MINS,Organic,Mangaldeep 3 in 1 Premium Incense
Hitech City 500081,21-12-2025,12:36:08 PM,Mangaldeep Temple Bambooless Premium Dhoop Sticks - with fragrance of Javadhu,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2024/10/20/b88cf83a-3dae-4aae-9c8b-2ab60d8cc75a_749928_1.png",Premium temple dhoop sticks with Javadhu fragrance,30 Sticks,10,250,225,13 MINS,Organic,Mangaldeep 3 in 1 Premium Incense
Hitech City 500081,21-12-2025,12:36:08 PM,Mangaldeep Sandalwood & Patchouli Temple Premium Dhoop Cones (40 cones),"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2024/10/20/421ace95-78bb-4229-af7f-6c1f081f2747_726389_1.png",Premium temple dhoop cones with rich aroma,40 pieces,10,150,135,13 MINS,Organic,Mangaldeep 3 in 1 Premium Incense
Hitech City 500081,21-12-2025,12:36:08 PM,Mangaldeep Sankalp Pooja Camphor - Infused With Bhimseni,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/7/28/778bae92-ccc5-4cd9-8070-1615ba850177_712301_1.png",Camphor infused with Bhimseni for pooja use,50 g,12,100,88,13 MINS,Organic,Mangaldeep 3 in 1 Premium Incense
Hitech City 500081,21-12-2025,12:36:08 PM,Shubhkart Nirmal Chandan Dry Cone Dhoop,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2024/7/13/e26493ee-f092-4ac3-a9cf-78c0a5d9b065_poojaneeds_J9M9SGQL3X_MN.png",Dry chandan-scented dhoop cones for daily rituals,10 pieces,8,12,11,13 MINS,Organic,Mangaldeep 3 in 1 Premium Incense
Hitech City 500081,21-12-2025,12:36:08 PM,"Mangaldeep 3 In1 Wet Dhoop: Made With Desi Ghee, Resins & Herbs","https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/9aaf1eb70d2f093e4d67317f449a2826",Aromatic dhoop with ghee and natural herbs,140 g,10,60,54,13 MINS,Organic,Mangaldeep 3 in 1 Premium Incense
Hitech City 500081,21-12-2025,12:36:08 PM,Mangaldeep Scent Luxe Collections Gift Box,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/10/17/19601f8b-757e-41cf-9ff3-eb42fbec260c_557944_1.png",,1 pack,50,999,499,13 MINS,Organic,Mangaldeep 3 in 1 Premium Incense
Hitech City 500081,21-12-2025,12:36:08 PM,Mangaldeep Temple Sanctum Camphor & Amber Agarbatti,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2024/9/17/43755a43-5b87-4312-8b2f-36a9a3a8aff8_766741_1.png",Traditional Religious Essentials,20 Sticks,26,100,74,13 MINS,Organic,Mangaldeep 3 in 1 Premium Incense
Hitech City 500081,21-12-2025,12:36:08 PM,SATVIK Premium Arti Sangrah Book,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2024/6/13/568b53b8-8f1d-479d-a21f-76b86ce9e78a_poojaneeds_1RT8C5D816_MN.png",Complete prayer guide for devotion,1 Piece,40,499,299,13 MINS,Organic,Mangaldeep 3 in 1 Premium Incense
Hitech City 500081,21-12-2025,12:36:08 PM,Shubhkart Nirmal 5 in 1 Agarbatti Zipper,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2024/11/27/5809e141-bca9-4fda-a0b9-01f6452e85a0_9511_1.png",Fragrant agarbatti combo with 5 spiritual scents,150 g,15,70,59,13 MINS,Organic,Mangaldeep 3 in 1 Premium Incense
Hitech City 500081,21-12-2025,12:36:08 PM,Shubhkart Nirmal Eco box Lavender agarbatti,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2024/11/27/4945f373-e7b9-48b2-9325-db425e082b0f_10751_1.png",Eco-friendly lavender incense sticks for pooja,100 g,27,65,47,13 MINS,Organic,Mangaldeep 3 in 1 Premium Incense
Hitech City 500081,21-12-2025,12:36:08 PM,SATVIK Premium Hanuman Chalisa Book,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2024/6/13/bf7c8693-2dc3-4c90-a1e7-325ccec9fe55_poojaneeds_LM8B92H143_MN.png",Sacred prayer book in a premium format,1 Piece,40,499,299,13 MINS,Organic,Mangaldeep 3 in 1 Premium Incense
Hitech City 500081,21-12-2025,12:36:08 PM,Shubhkart Tejas Samai Diya bati Large,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/hd5uiajavrmh7xmm1oxq",Cotton wicks for traditional lamps,4 g,13,15,13,13 MINS,Organic,Mangaldeep 3 in 1 Premium Incense
Hitech City 500081,21-12-2025,12:36:46 PM,Dabur Honitus Syrup,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/lac6khf2ydojrbcapfkg",Natural relief for cough and sore throat.,100 ml,9,121,109,5 MINS,Organic,Dabur Honitus Cough Syrup
Hitech City 500081,21-12-2025,12:36:46 PM,Honitus Hot Sip Ayurvedic Kaadha Sachets,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/ciw/2025/12/18/f2eafc97-4f92-4f2c-a1cb-41db525c2ec1_MVY0D100U7_MN_18122025.png",Herbal kaadha sachets to support throat and immunity.,7 pieces,10,77,69,5 MINS,Organic,Dabur Honitus Cough Syrup
Hitech City 500081,21-12-2025,12:36:46 PM,Dabur Honitus Hot Sip 30Nx4G Sachets,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/b941e25e418fdcdd271f3ffaac3338b2",Ayurvedic kadha for cold & throat comfort,120 g,15,330,280,18 MINS,Organic,Dabur Honitus Cough Syrup
Hitech City 500081,21-12-2025,12:36:46 PM,Hansaplast Antiseptic Waterproof Bandage for Wound Protection 20's Strips,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/11/13/5a942529-852c-4df2-82af-7ea52d6b0e51_594948_1.png",Waterproof antiseptic bandages for wound care,20 pieces,8,60,55,,Ad,Dabur Honitus Cough Syrup
Hitech City 500081,21-12-2025,12:36:46 PM,Vicks Vaporub Balm,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/9/6/cc724593-c0cb-4619-acb7-fb229057fef0_31216_1.png","Soothing balm for cold, cough, and body ache",50 ml,10,199,179,,Ad,Dabur Honitus Cough Syrup
Hitech City 500081,21-12-2025,12:36:46 PM,Dabur Tulsi Drops Immunity Booster - 50% Extra,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/ciw/2025/12/18/20502f15-95bc-40f4-9bab-c0b82535e571_RMJF32FH9G_MN_18122025.png","Immunity Support, Tulsi Power.",30 ml,34,182,119,5 MINS,Organic,Dabur Honitus Cough Syrup
Hitech City 500081,21-12-2025,12:36:46 PM,Vicks Cough Syrup 100ml -Fast Relief for Dry & Chesty Coughs with Tulsi & Ginger,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2024/11/30/496ec211-4021-4d38-8e65-40ca1c8b5b8f_230833_1.png",Fast relief from dry and chesty coughs with Tulsi & Ginger,100 ml,19,121,97,5 MINS,Organic,Dabur Honitus Cough Syrup
Hitech City 500081,21-12-2025,12:36:46 PM,Zandu Ayurvedic Cough Syrup,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/e2b3423de46f30b3a2ae8db5c8393ded",Herbal cough syrup with ayurvedic formulation,100 ml,20,125,99,5 MINS,Organic,Dabur Honitus Cough Syrup
Hitech City 500081,21-12-2025,12:36:46 PM,Himalaya Koflet Syrup 100Ml With Himalaya Cold Balm 45G,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/d4f000580aa677ce78017c67ced2e9a9",,200 ml,10,265,238,SOLD OUT,Organic,Dabur Honitus Cough Syrup
Hitech City 500081,21-12-2025,12:36:46 PM,Himalaya Koflet Cough Syrup + 6 Lozenges Free for Cough & Throat Relief | Non Drowsy | 100ml,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2024/12/10/836ea40b-2c2b-4813-9b4a-7e73dc68711d_101503_1.png",Ayurvedic relief for cough,100 ml,10,115,103,SOLD OUT,Organic,Dabur Honitus Cough Syrup
Hitech City 500081,21-12-2025,12:36:46 PM,Dabur Chyawanprash 3X Immunity Booster,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/ciw/2025/12/18/23a5d810-1967-41c4-856e-0781a62563b6_G76IG6RK84_MN_18122025.png",Herbal blend with triple immunity,950 g,10,450,401,5 MINS,Organic,Dabur Honitus Cough Syrup
Hitech City 500081,21-12-2025,12:36:46 PM,Dabur Chyawanprakash Sugarfree,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/ciw/2025/12/18/abc315ca-f5be-4c7d-8a6e-98ee8868a994_ZO4TQRMW2I_MN_18122025.png",Sugar-free herbal supplement for immunity support.,900 g,17,440,361,5 MINS,Organic,Dabur Honitus Cough Syrup
Hitech City 500081,21-12-2025,12:36:46 PM,Dabur Chyawanprash 2X Immunity Booster,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/ciw/2025/12/18/e226c5ad-2afd-46f1-b13e-f2769fd4d5e5_Q14GR0ZE8B_MN_18122025.png",,250 g,,,,5 MINS,Organic,Dabur Honitus Cough Syrup
Hitech City 500081,21-12-2025,12:36:46 PM,Dabur Sat Isabgol Psyllium Husk) Relieves Constipation & Improves Digestion,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2024/10/2/ca0529a7-c9d9-42df-81b6-a67a95f1e6c4_52962_1.png",Natural fibre supplement for digestion,90 g,9,175,158,5 MINS,Organic,Dabur Honitus Cough Syrup
Hitech City 500081,21-12-2025,12:36:46 PM,Dabur Chyawanprash Awaleha Bottle,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/ba692fb06f144ec9998dd43c383c1afe",Ayurvedic immunity paste with Amla.,2 kg,20,820,656,5 MINS,Organic,Dabur Honitus Cough Syrup
Hitech City 500081,21-12-2025,12:36:46 PM,Dabur Jamun Neem Karela Juice - Promotes Healthy Glucose Levels,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/ciw/2025/12/18/5c450c9f-0041-4c71-b0c9-4863405cee19_K41HKG0CT5_MN_18122025.png",Herbal juice to support healthy glucose levels,1 L,20,315,252,18 MINS,Organic,Dabur Honitus Cough Syrup
Hitech City 500081,21-12-2025,12:36:46 PM,Dabur Chyawanprash 3X Immunity Action,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/12/4/bbd25100-2720-495a-b531-6a17ff40850f_3233_1.png",Immunity booster with Ayurvedic herbs,450 g,8,235,216,5 MINS,Organic,Dabur Honitus Cough Syrup
Hitech City 500081,21-12-2025,12:36:46 PM,Dabur Khajurprash |Supports Healthy Haemoglobin Level|Helps Fight Iron Deficiency,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/ciw/2025/12/18/7348ab41-0755-4f95-9d2e-bbfac6583d4e_16GPQZ9K4Q_MN_18122025.png",Ayurvedic blend supporting haemoglobin & iron levels.,900 g,26,492,362,5 MINS,Organic,Dabur Honitus Cough Syrup
Hitech City 500081,21-12-2025,12:36:46 PM,Dabur Giloy Neem Juice With Tulsi,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/ciw/2025/12/18/9f9155f5-b721-4304-b665-fdf7ab4f222b_DWHI2SWUP5_MN_18122025.png",Ayurvedic immunity booster with 3 powerful herbs.,1 L,15,280,238,18 MINS,Organic,Dabur Honitus Cough Syrup
Hitech City 500081,21-12-2025,12:36:46 PM,Dabur Himalayan Pure Shilajit Drops,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/ciw/2025/12/18/d07f2ba9-10ba-45ed-98fd-b909d536e3e9_YB58GVSISQ_MN_18122025.png",,30 ml,6,599,561,18 MINS,Organic,Dabur Honitus Cough Syrup
Hitech City 500081,21-12-2025,12:36:46 PM,Dabur Pudin Hara Pearls Pack of 2 Strips 20 Capsules,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/ciw/2025/12/18/beca84db-7c0a-4c0f-84c4-6d7e62d7650c_6WBCCI9PZT_MN_18122025.png",Herbal capsules for indigestion relief,50 g,9,64,58,5 MINS,Organic,Dabur Honitus Cough Syrup
Hitech City 500081,21-12-2025,12:36:46 PM,Dabur Himalayan Shilajit Resin - |100% Pure Shilajit - Boosts Stamina And Energy,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/ciw/2025/12/18/1c68a7de-a6d2-4b61-a801-248862d81014_WICMWRIKB5_MN_18122025.png",100% Pure Shilajit to boost stamina and energy naturally,15 g,43,1450,815,18 MINS,Organic,Dabur Honitus Cough Syrup
Hitech City 500081,21-12-2025,12:36:46 PM,"Dabur Slim & Fit Juice - 100% Natural & Ayurvedic - No Artificials, Sugars & Flavours","https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/ciw/2025/12/18/680a8d1d-30dc-4fd1-ac10-180447aed349_JBYOTROXJX_MN_18122025.png",Natural juice with ayurvedic slimming herbs,1 L,20,549,437,18 MINS,Organic,Dabur Honitus Cough Syrup
Hitech City 500081,21-12-2025,12:36:46 PM,Dabur Hair Revitalizing Juice - Hair Care Juice for Hair Growth & Hair Fall Control,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/ciw/2025/12/18/b6766101-3be6-403b-91ad-ad918152c04f_5I9BLI2CIZ_MN_18122025.png",Herbal juice for hair growth & fall control,1 L,20,599,477,18 MINS,Organic,Dabur Honitus Cough Syrup
Hitech City 500081,21-12-2025,12:36:46 PM,Dabur Sat Isabgol Psyllium Husk,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/ciw/2025/12/18/73c792f5-c733-4e46-a2dd-2fccf6356425_JZW4G13ZCR_MN_18122025.png",Natural digestive fiber supplement,180 g,8,345,316,5 MINS,Organic,Dabur Honitus Cough Syrup
Hitech City 500081,21-12-2025,12:36:46 PM,Vicks Vaporub Balm,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/9/6/35f590a6-0d61-4942-b386-df8594d32131_31215_1.png",Soothing vapour balm for cold relief and clear breathing.,25 ml,,,,5 MINS,Organic,Dabur Honitus Cough Syrup
Hitech City 500081,21-12-2025,12:36:46 PM,Amrutanjan Relief Cough & Cold Nasal Inhaler,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/f0d2da00267cf4fc348296e56aa96ac2",Relief from cold and nasal congestion,0.75 g,2,47,46,5 MINS,Organic,Dabur Honitus Cough Syrup
Hitech City 500081,21-12-2025,12:36:46 PM,Vicks Inhaler Key Chain,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2024/12/4/54711085-f9da-4c95-b2e1-3f72cf2bf83f_1354_1.png",Handy decongestant in keychain form,0.5 ml,,,,5 MINS,Organic,Dabur Honitus Cough Syrup
Hitech City 500081,21-12-2025,12:36:46 PM,Dabur Red Toothpaste,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/9/3/bbd41118-e003-4224-857f-bc4910ba4766_1548_1.png",Trusted Oral Care with Strong Cavity Protection,100 g x 2,9,138,125,5 MINS,Organic,Dabur Honitus Cough Syrup
Hitech City 500081,21-12-2025,12:36:46 PM,Man Matters Pure Himalayan Shilajit Gummies,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/ciw/2025/12/18/982ec1ea-4a15-4d2a-a33e-ea7c0df1b86a_HNNPN7TSUR_MN_18122025.png",Wellness gummies with pure Himalayan Shilajit extract,120 g,,,,5 MINS,Organic,Dabur Honitus Cough Syrup
Hitech City 500081,21-12-2025,12:36:46 PM,Dabur Himalayan Apple Cider Vinegar with Mother of Vinegar,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/ciw/2025/12/18/af99ba11-371e-4d86-9f7d-5551d50d9dad_88V2CNX5DC_MN_18122025.png",Raw ACV for digestion & detox,500 g,26,450,333,18 MINS,Organic,Dabur Honitus Cough Syrup
Hitech City 500081,21-12-2025,12:36:46 PM,"Vicks Vaporub Steampods 4S For Steam Inhalation, Quick Relief From Blocked Nose","https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2024/12/4/8fc23a35-29d0-4325-83ed-9771d0cabf1a_90375_1.png",Pods for steam relief from nasal congestion,4 pieces,,,,5 MINS,Organic,Dabur Honitus Cough Syrup
Hitech City 500081,21-12-2025,12:37:31 PM,Shri Samriddhi Enterprises Long Diya Baati,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2024/7/24/ba59faff-a2fb-47e8-91cf-79db6d2a4df2_poojaneeds_XW1JPUS783_MN.png",Long cotton wicks for diya lighting,100 pieces,33,30,20,5 MINS,Organic,Lion Brand Yarn 24-7 Cotton Yarn
Hitech City 500081,21-12-2025,12:37:31 PM,Shubhkart Tejas Round Cotton Wicks,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2025/6/30/1a2f21df-f0aa-4f87-b8dd-3b27b2c11d59_9519_1.png",High-quality round cotton wicks for diyas,14 g,13,15,13,5 MINS,Organic,Lion Brand Yarn 24-7 Cotton Yarn
Hitech City 500081,21-12-2025,12:37:31 PM,OM BHAKTI Cotton Cloth,"https://instamart-media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,h_544,w_504/NI_CATALOG/IMAGES/CIW/2024/6/12/bfa99024-eca4-4e2f-9d63-c0bae7ba1590_poojaneeds_M9Q41WOWFZ_MN.png",Pure cotton pooja cloth for spiritual rituals,1 Piece,3,29,28,5 MINS,Organic,Lion Brand Yarn 24-7 Cotton Yarn
